time,num,size
{time:1, num:1, size:11024, dir:1, group:5},
{time:79, num:1, size:117439, dir:1, group:5},
{time:80, num:1, size:117832, dir:1, group:5},
{time:81, num:1, size:117422, dir:1, group:5},
{time:82, num:2, size:117708, dir:1, group:5},
{time:83, num:1, size:108500, dir:1, group:5},
{time:84, num:1, size:109787, dir:1, group:5},
{time:85, num:1, size:114640, dir:1, group:5},
{time:86, num:1, size:114694, dir:1, group:5},
{time:87, num:1, size:114902, dir:1, group:5},
{time:88, num:2, size:123102, dir:1, group:5},
{time:89, num:1, size:114073, dir:1, group:5},
{time:90, num:1, size:118107, dir:1, group:5},
{time:91, num:3, size:118191, dir:1, group:5},
{time:92, num:1, size:92152, dir:1, group:5},
{time:93, num:2, size:112094, dir:1, group:5},
{time:94, num:1, size:71729, dir:1, group:5},
{time:95, num:2, size:70843, dir:1, group:5},
{time:96, num:1, size:49554, dir:1, group:5},
{time:97, num:1, size:49062, dir:1, group:5},
{time:98, num:1, size:48784, dir:1, group:5},
{time:99, num:1, size:48518, dir:1, group:5},
{time:100, num:1, size:50747, dir:1, group:5},
{time:101, num:1, size:50353, dir:1, group:5},
{time:102, num:2, size:49984, dir:1, group:5},
{time:103, num:1, size:49369, dir:1, group:5},
{time:104, num:1, size:48988, dir:1, group:5},
{time:105, num:1, size:48830, dir:1, group:5},
{time:106, num:2, size:52042, dir:1, group:5},
{time:107, num:2, size:49160, dir:1, group:5},
{time:108, num:1, size:63073, dir:1, group:5},
{time:109, num:1, size:62567, dir:1, group:5},
{time:110, num:1, size:61967, dir:1, group:5},
{time:111, num:1, size:61516, dir:1, group:5},
{time:112, num:1, size:61413, dir:1, group:5},
{time:113, num:1, size:60796, dir:1, group:5},
{time:114, num:1, size:59665, dir:1, group:5},
{time:115, num:2, size:58921, dir:1, group:5},
{time:116, num:1, size:41302, dir:1, group:5},
{time:117, num:1, size:41015, dir:1, group:5},
{time:118, num:1, size:40614, dir:1, group:5},
{time:119, num:1, size:55964, dir:1, group:5},
{time:120, num:1, size:54647, dir:1, group:5},
{time:121, num:1, size:54207, dir:1, group:5},
{time:122, num:2, size:53423, dir:1, group:5},
{time:123, num:2, size:79073, dir:1, group:5},
{time:124, num:1, size:50266, dir:1, group:5},
{time:125, num:1, size:76705, dir:1, group:5},
{time:126, num:1, size:76158, dir:1, group:5},
{time:127, num:1, size:75713, dir:1, group:5},
{time:128, num:1, size:75022, dir:1, group:5},
{time:129, num:1, size:74408, dir:1, group:5},
{time:130, num:2, size:73680, dir:1, group:5},
{time:131, num:3, size:67419, dir:1, group:5},
{time:132, num:1, size:40464, dir:1, group:5},
{time:133, num:2, size:43341, dir:1, group:5},
{time:134, num:1, size:43174, dir:1, group:5},
{time:135, num:1, size:42751, dir:1, group:5},
{time:136, num:1, size:67207, dir:1, group:5},
{time:137, num:1, size:65825, dir:1, group:5},
{time:138, num:1, size:64545, dir:1, group:5},
{time:139, num:1, size:63685, dir:1, group:5},
{time:140, num:2, size:63272, dir:1, group:5},
{time:141, num:1, size:62191, dir:1, group:5},
{time:142, num:1, size:61366, dir:1, group:5},
{time:143, num:1, size:59926, dir:1, group:5},
{time:144, num:1, size:58295, dir:1, group:5},
{time:145, num:1, size:57662, dir:1, group:5},
{time:146, num:1, size:56719, dir:1, group:5},
{time:147, num:2, size:55923, dir:1, group:5},
{time:148, num:2, size:53600, dir:1, group:5},
{time:149, num:2, size:52809, dir:1, group:5},
{time:150, num:2, size:50516, dir:1, group:5},
{time:151, num:1, size:42271, dir:1, group:5},
{time:152, num:1, size:41634, dir:1, group:5},
{time:153, num:1, size:41020, dir:1, group:5},
{time:154, num:1, size:40705, dir:1, group:5},
{time:155, num:1, size:40218, dir:1, group:5},
{time:156, num:1, size:39298, dir:1, group:5},
{time:157, num:1, size:38924, dir:1, group:5},
{time:158, num:1, size:38036, dir:1, group:5},
{time:159, num:1, size:37733, dir:1, group:5},
{time:160, num:2, size:37449, dir:1, group:5},
{time:161, num:2, size:35831, dir:1, group:5},
{time:162, num:1, size:24892, dir:1, group:5},
{time:163, num:1, size:24686, dir:1, group:5},
{time:164, num:1, size:25253, dir:1, group:5},
{time:165, num:1, size:25110, dir:1, group:5},
{time:166, num:1, size:24790, dir:1, group:5},
{time:167, num:1, size:24643, dir:1, group:5},
{time:168, num:3, size:24010, dir:1, group:5},
{time:169, num:1, size:11841, dir:1, group:5},
{time:170, num:1, size:11651, dir:1, group:5},
{time:171, num:1, size:11437, dir:1, group:5},
{time:172, num:1, size:11249, dir:1, group:5},
{time:173, num:1, size:11060, dir:1, group:5},
{time:174, num:1, size:10855, dir:1, group:5},
{time:175, num:1, size:9748, dir:1, group:5},
{time:176, num:1, size:9615, dir:1, group:5},
{time:177, num:1, size:9470, dir:1, group:5},
{time:178, num:1, size:9338, dir:1, group:5},
{time:179, num:1, size:9202, dir:1, group:5},
{time:180, num:1, size:9069, dir:1, group:5},
{time:181, num:1, size:8925, dir:1, group:5},
{time:182, num:1, size:8846, dir:1, group:5},
{time:183, num:1, size:8687, dir:1, group:5},
{time:184, num:1, size:8536, dir:1, group:5},
{time:185, num:1, size:8522, dir:1, group:5},
{time:186, num:1, size:8362, dir:1, group:5},
{time:187, num:1, size:8252, dir:1, group:5},
{time:188, num:1, size:8169, dir:1, group:5},
{time:189, num:1, size:8013, dir:1, group:5},
{time:190, num:1, size:7935, dir:1, group:5},
{time:191, num:1, size:7848, dir:1, group:5},
{time:192, num:1, size:7769, dir:1, group:5},
{time:193, num:1, size:7690, dir:1, group:5},
{time:194, num:1, size:8246, dir:1, group:5},
{time:195, num:1, size:8224, dir:1, group:5},
{time:196, num:1, size:8110, dir:1, group:5},
{time:197, num:1, size:8132, dir:1, group:5},
{time:198, num:2, size:8034, dir:1, group:5},
{time:199, num:1, size:5599, dir:1, group:5},
{time:200, num:1, size:5580, dir:1, group:5},
{time:201, num:1, size:14921, dir:1, group:5},
{time:202, num:1, size:14932, dir:1, group:5},
{time:203, num:1, size:15046, dir:1, group:5},
{time:204, num:1, size:15016, dir:1, group:5},
{time:205, num:1, size:15063, dir:1, group:5},
{time:206, num:1, size:15003, dir:1, group:5},
{time:207, num:2, size:14918, dir:1, group:5},
{time:208, num:1, size:10331, dir:1, group:5},
{time:209, num:1, size:10300, dir:1, group:5},
{time:210, num:1, size:15668, dir:1, group:5},
{time:211, num:2, size:17679, dir:1, group:5},
{time:212, num:1, size:11940, dir:1, group:5},
{time:213, num:1, size:12098, dir:1, group:5},
{time:214, num:1, size:11889, dir:1, group:5},
{time:215, num:2, size:11999, dir:1, group:5},
{time:216, num:1, size:10603, dir:1, group:5},
{time:217, num:1, size:10373, dir:1, group:5},
{time:218, num:1, size:10096, dir:1, group:5},
{time:219, num:1, size:9968, dir:1, group:5},
{time:220, num:1, size:9845, dir:1, group:5},
{time:221, num:1, size:9739, dir:1, group:5},
{time:222, num:1, size:9410, dir:1, group:5},
{time:223, num:1, size:38276, dir:1, group:5},
{time:224, num:1, size:38013, dir:1, group:5},
{time:225, num:1, size:37320, dir:1, group:5},
{time:226, num:1, size:36911, dir:1, group:5},
{time:227, num:2, size:36272, dir:1, group:5},
{time:228, num:1, size:34256, dir:1, group:5},
{time:229, num:1, size:37415, dir:1, group:5},
{time:230, num:1, size:37660, dir:1, group:5},
{time:231, num:1, size:37867, dir:1, group:5},
{time:232, num:2, size:37620, dir:1, group:5},
{time:233, num:1, size:34633, dir:1, group:5},
{time:234, num:1, size:34814, dir:1, group:5},
{time:235, num:1, size:36291, dir:1, group:5},
{time:236, num:1, size:36304, dir:1, group:5},
{time:237, num:1, size:36463, dir:1, group:5},
{time:238, num:1, size:36647, dir:1, group:5},
{time:239, num:1, size:36568, dir:1, group:5},
{time:240, num:2, size:36410, dir:1, group:5},
{time:241, num:1, size:27249, dir:1, group:5},
{time:242, num:1, size:27266, dir:1, group:5},
{time:243, num:1, size:27045, dir:1, group:5},
{time:244, num:1, size:26930, dir:1, group:5},
{time:245, num:1, size:29342, dir:1, group:5},
{time:246, num:1, size:29662, dir:1, group:5},
{time:247, num:1, size:30063, dir:1, group:5},
{time:248, num:1, size:30616, dir:1, group:5},
{time:249, num:1, size:30731, dir:1, group:5},
{time:250, num:1, size:30988, dir:1, group:5},
{time:251, num:2, size:30704, dir:1, group:5},
{time:252, num:1, size:28552, dir:1, group:5},
{time:253, num:1, size:50899, dir:1, group:5},
{time:254, num:1, size:51103, dir:1, group:5},
{time:255, num:1, size:53399, dir:1, group:5},
{time:256, num:1, size:58686, dir:1, group:5},
{time:257, num:1, size:59373, dir:1, group:5},
{time:258, num:1, size:62534, dir:1, group:5},
{time:259, num:1, size:68729, dir:1, group:5},
{time:260, num:1, size:73991, dir:1, group:5},
{time:261, num:1, size:77993, dir:1, group:5},
{time:262, num:1, size:82250, dir:1, group:5},
{time:263, num:2, size:98608, dir:1, group:5},
{time:264, num:1, size:85316, dir:1, group:5},
{time:265, num:1, size:86489, dir:1, group:5},
{time:266, num:1, size:87881, dir:1, group:5},
{time:267, num:1, size:88870, dir:1, group:5},
{time:268, num:1, size:89908, dir:1, group:5},
{time:269, num:2, size:93563, dir:1, group:5},
{time:270, num:1, size:94184, dir:1, group:5},
{time:271, num:1, size:95849, dir:1, group:5},
{time:272, num:1, size:96027, dir:1, group:5},
{time:273, num:1, size:96073, dir:1, group:5},
{time:274, num:1, size:95830, dir:1, group:5},
{time:275, num:1, size:96065, dir:1, group:5},
{time:276, num:1, size:115234, dir:1, group:5},
{time:277, num:1, size:114633, dir:1, group:5},
{time:278, num:1, size:116819, dir:1, group:5},
{time:279, num:3, size:117965, dir:1, group:5},
{time:280, num:1, size:105544, dir:1, group:5},
{time:281, num:1, size:108299, dir:1, group:5},
{time:282, num:1, size:108836, dir:1, group:5},
{time:283, num:1, size:110104, dir:1, group:5},
{time:284, num:1, size:110303, dir:1, group:5},
{time:285, num:1, size:110522, dir:1, group:5},
{time:286, num:1, size:110428, dir:1, group:5},
{time:287, num:1, size:110365, dir:1, group:5},
{time:288, num:2, size:110014, dir:1, group:5},
{time:289, num:2, size:100811, dir:1, group:5},
{time:290, num:1, size:97717, dir:1, group:5},
{time:291, num:1, size:105142, dir:1, group:5},
{time:292, num:2, size:103995, dir:1, group:5},
{time:293, num:1, size:99469, dir:1, group:5},
{time:294, num:1, size:98588, dir:1, group:5},
{time:295, num:1, size:97527, dir:1, group:5},
{time:296, num:1, size:96879, dir:1, group:5},
{time:297, num:1, size:96157, dir:1, group:5},
{time:298, num:1, size:96205, dir:1, group:5},
{time:299, num:1, size:95521, dir:1, group:5},
{time:300, num:1, size:95840, dir:1, group:5},
{time:301, num:2, size:95747, dir:1, group:5},
{time:302, num:1, size:93633, dir:1, group:5},
{time:303, num:1, size:93015, dir:1, group:5},
{time:304, num:1, size:92485, dir:1, group:5},
{time:305, num:1, size:91820, dir:1, group:5},
{time:306, num:1, size:90787, dir:1, group:5},
{time:307, num:1, size:92107, dir:1, group:5},
{time:308, num:2, size:90857, dir:1, group:5},
{time:309, num:1, size:60478, dir:1, group:5},
{time:310, num:1, size:59714, dir:1, group:5},
{time:311, num:2, size:58180, dir:1, group:5},
{time:312, num:1, size:32777, dir:1, group:5},
{time:313, num:1, size:33323, dir:1, group:5},
{time:314, num:1, size:32854, dir:1, group:5},
{time:315, num:1, size:32332, dir:1, group:5},
{time:316, num:1, size:31269, dir:1, group:5},
{time:317, num:1, size:30920, dir:1, group:5},
{time:318, num:2, size:30434, dir:1, group:5},
{time:319, num:1, size:27940, dir:1, group:5},
{time:320, num:1, size:27975, dir:1, group:5},
{time:321, num:1, size:27690, dir:1, group:5},
{time:322, num:1, size:27123, dir:1, group:5},
{time:323, num:1, size:26821, dir:1, group:5},
{time:324, num:1, size:26399, dir:1, group:5},
{time:325, num:1, size:26052, dir:1, group:5},
{time:326, num:1, size:25732, dir:1, group:5},
{time:327, num:1, size:25367, dir:1, group:5},
{time:328, num:1, size:25014, dir:1, group:5},
{time:329, num:1, size:24786, dir:1, group:5},
