time,num,size
{time:1, num:2, size:15653, dir:1, group:4},
{time:138, num:2, size:42067, dir:1, group:4},
{time:139, num:1, size:38314, dir:1, group:4},
{time:140, num:1, size:38626, dir:1, group:4},
{time:141, num:1, size:39007, dir:1, group:4},
{time:142, num:1, size:39369, dir:1, group:4},
{time:143, num:1, size:39775, dir:1, group:4},
{time:144, num:1, size:40064, dir:1, group:4},
{time:145, num:1, size:40413, dir:1, group:4},
{time:146, num:1, size:40703, dir:1, group:4},
{time:147, num:1, size:40952, dir:1, group:4},
{time:148, num:1, size:41222, dir:1, group:4},
{time:149, num:1, size:41412, dir:1, group:4},
{time:150, num:1, size:41631, dir:1, group:4},
{time:151, num:1, size:41781, dir:1, group:4},
{time:152, num:1, size:41976, dir:1, group:4},
{time:153, num:1, size:42106, dir:1, group:4},
{time:154, num:1, size:42149, dir:1, group:4},
{time:155, num:1, size:42291, dir:1, group:4},
{time:156, num:1, size:42468, dir:1, group:4},
{time:157, num:1, size:42466, dir:1, group:4},
{time:158, num:1, size:42548, dir:1, group:4},
{time:159, num:1, size:42531, dir:1, group:4},
{time:160, num:1, size:42685, dir:1, group:4},
{time:161, num:1, size:42795, dir:1, group:4},
{time:162, num:1, size:42900, dir:1, group:4},
{time:163, num:1, size:42937, dir:1, group:4},
{time:164, num:1, size:43009, dir:1, group:4},
{time:165, num:1, size:42989, dir:1, group:4},
{time:166, num:1, size:43419, dir:1, group:4},
{time:167, num:1, size:43485, dir:1, group:4},
{time:168, num:1, size:43400, dir:1, group:4},
{time:169, num:1, size:43353, dir:1, group:4},
{time:170, num:1, size:43247, dir:1, group:4},
{time:171, num:1, size:43059, dir:1, group:4},
{time:172, num:1, size:42781, dir:1, group:4},
{time:173, num:1, size:42688, dir:1, group:4},
{time:174, num:1, size:42710, dir:1, group:4},
{time:175, num:1, size:42643, dir:1, group:4},
{time:176, num:1, size:42495, dir:1, group:4},
{time:177, num:1, size:42348, dir:1, group:4},
{time:178, num:1, size:42161, dir:1, group:4},
{time:179, num:1, size:42048, dir:1, group:4},
{time:180, num:1, size:41834, dir:1, group:4},
{time:181, num:1, size:41519, dir:1, group:4},
{time:182, num:1, size:41202, dir:1, group:4},
{time:183, num:1, size:40889, dir:1, group:4},
{time:184, num:1, size:40473, dir:1, group:4},
{time:185, num:1, size:39745, dir:1, group:4},
{time:186, num:1, size:39484, dir:1, group:4},
{time:187, num:1, size:39015, dir:1, group:4},
{time:188, num:1, size:38587, dir:1, group:4},
{time:189, num:1, size:38262, dir:1, group:4},
{time:190, num:1, size:37690, dir:1, group:4},
{time:191, num:1, size:37207, dir:1, group:4},
{time:192, num:1, size:36816, dir:1, group:4},
{time:193, num:1, size:36264, dir:1, group:4},
{time:194, num:1, size:35871, dir:1, group:4},
{time:195, num:1, size:35423, dir:1, group:4},
{time:196, num:1, size:35138, dir:1, group:4},
{time:197, num:1, size:34714, dir:1, group:4},
{time:198, num:1, size:34325, dir:1, group:4},
{time:199, num:1, size:33955, dir:1, group:4},
{time:200, num:1, size:33654, dir:1, group:4},
{time:201, num:2, size:33349, dir:1, group:4},
{time:202, num:1, size:33736, dir:1, group:4},
{time:203, num:1, size:34856, dir:1, group:4},
{time:204, num:1, size:34703, dir:1, group:4},
{time:205, num:1, size:34283, dir:1, group:4},
{time:206, num:1, size:33847, dir:1, group:4},
{time:207, num:1, size:33519, dir:1, group:4},
{time:208, num:2, size:33130, dir:1, group:4},
{time:209, num:1, size:30361, dir:1, group:4},
{time:210, num:1, size:29953, dir:1, group:4},
{time:211, num:1, size:29574, dir:1, group:4},
{time:212, num:1, size:29150, dir:1, group:4},
{time:213, num:1, size:28026, dir:1, group:4},
{time:214, num:1, size:27579, dir:1, group:4},
{time:215, num:1, size:27317, dir:1, group:4},
{time:216, num:1, size:26891, dir:1, group:4},
{time:217, num:1, size:26491, dir:1, group:4},
{time:218, num:1, size:26188, dir:1, group:4},
{time:219, num:1, size:25905, dir:1, group:4},
{time:220, num:1, size:25727, dir:1, group:4},
{time:221, num:1, size:25570, dir:1, group:4},
{time:222, num:1, size:25815, dir:1, group:4},
{time:223, num:1, size:25651, dir:1, group:4},
{time:224, num:2, size:25594, dir:1, group:4},
{time:225, num:1, size:21749, dir:1, group:4},
{time:226, num:1, size:21347, dir:1, group:4},
{time:227, num:1, size:21201, dir:1, group:4},
{time:228, num:1, size:21054, dir:1, group:4},
{time:229, num:1, size:21007, dir:1, group:4},
{time:230, num:1, size:20886, dir:1, group:4},
{time:231, num:2, size:24681, dir:1, group:4},
{time:232, num:1, size:20794, dir:1, group:4},
{time:233, num:2, size:24357, dir:1, group:4},
{time:234, num:1, size:21640, dir:1, group:4},
{time:235, num:1, size:21533, dir:1, group:4},
{time:236, num:1, size:21473, dir:1, group:4},
{time:237, num:1, size:21339, dir:1, group:4},
{time:238, num:1, size:21310, dir:1, group:4},
{time:239, num:1, size:21163, dir:1, group:4},
{time:240, num:1, size:20901, dir:1, group:4},
{time:241, num:1, size:21338, dir:1, group:4},
{time:242, num:1, size:21344, dir:1, group:4},
{time:243, num:1, size:25099, dir:1, group:4},
{time:244, num:1, size:24754, dir:1, group:4},
{time:245, num:1, size:24551, dir:1, group:4},
{time:246, num:1, size:24548, dir:1, group:4},
{time:247, num:1, size:24254, dir:1, group:4},
{time:248, num:1, size:24090, dir:1, group:4},
{time:249, num:1, size:24086, dir:1, group:4},
{time:250, num:1, size:23975, dir:1, group:4},
{time:251, num:1, size:23795, dir:1, group:4},
{time:252, num:1, size:23693, dir:1, group:4},
{time:253, num:1, size:23539, dir:1, group:4},
{time:254, num:1, size:22631, dir:1, group:4},
{time:255, num:1, size:22598, dir:1, group:4},
{time:256, num:1, size:22559, dir:1, group:4},
{time:257, num:1, size:22588, dir:1, group:4},
{time:258, num:1, size:22719, dir:1, group:4},
{time:259, num:1, size:22714, dir:1, group:4},
{time:260, num:1, size:22806, dir:1, group:4},
{time:261, num:1, size:22871, dir:1, group:4},
{time:262, num:1, size:22924, dir:1, group:4},
{time:263, num:1, size:22875, dir:1, group:4},
{time:264, num:1, size:22873, dir:1, group:4},
{time:265, num:1, size:22842, dir:1, group:4},
{time:266, num:1, size:22718, dir:1, group:4},
{time:267, num:1, size:22588, dir:1, group:4},
{time:268, num:1, size:22257, dir:1, group:4},
{time:269, num:1, size:21938, dir:1, group:4},
{time:270, num:1, size:21397, dir:1, group:4},
{time:271, num:1, size:20860, dir:1, group:4},
{time:272, num:1, size:20428, dir:1, group:4},
{time:273, num:1, size:20030, dir:1, group:4},
{time:274, num:1, size:19797, dir:1, group:4},
{time:275, num:1, size:19585, dir:1, group:4},
{time:276, num:1, size:23555, dir:1, group:4},
{time:277, num:1, size:24174, dir:1, group:4},
{time:278, num:1, size:24406, dir:1, group:4},
{time:279, num:1, size:24437, dir:1, group:4},
{time:280, num:1, size:24770, dir:1, group:4},
{time:281, num:1, size:24672, dir:1, group:4},
{time:282, num:1, size:25089, dir:1, group:4},
{time:283, num:1, size:25368, dir:1, group:4},
{time:284, num:1, size:25807, dir:1, group:4},
{time:285, num:1, size:26193, dir:1, group:4},
{time:286, num:1, size:26441, dir:1, group:4},
{time:287, num:1, size:26344, dir:1, group:4},
{time:288, num:1, size:26040, dir:1, group:4},
{time:289, num:1, size:25864, dir:1, group:4},
{time:290, num:1, size:25439, dir:1, group:4},
{time:291, num:1, size:25155, dir:1, group:4},
{time:292, num:2, size:24810, dir:1, group:4},
{time:293, num:1, size:23036, dir:1, group:4},
{time:294, num:1, size:22655, dir:1, group:4},
{time:295, num:1, size:22287, dir:1, group:4},
{time:296, num:1, size:21952, dir:1, group:4},
{time:297, num:1, size:22513, dir:1, group:4},
{time:298, num:1, size:22111, dir:1, group:4},
{time:299, num:1, size:21799, dir:1, group:4},
{time:300, num:1, size:21425, dir:1, group:4},
{time:301, num:1, size:24375, dir:1, group:4},
{time:302, num:1, size:23904, dir:1, group:4},
{time:303, num:2, size:42095, dir:1, group:4},
{time:304, num:1, size:21476, dir:1, group:4},
{time:305, num:1, size:38713, dir:1, group:4},
{time:306, num:1, size:38230, dir:1, group:4},
{time:307, num:3, size:37947, dir:1, group:4},
{time:308, num:1, size:19345, dir:1, group:4},
{time:309, num:1, size:19369, dir:1, group:4},
{time:310, num:1, size:20451, dir:1, group:4},
{time:311, num:1, size:20429, dir:1, group:4},
{time:312, num:1, size:22223, dir:1, group:4},
{time:313, num:2, size:22235, dir:1, group:4},
{time:314, num:1, size:16351, dir:1, group:4},
{time:315, num:1, size:16228, dir:1, group:4},
{time:316, num:1, size:16216, dir:1, group:4},
{time:317, num:1, size:16023, dir:1, group:4},
{time:318, num:1, size:16020, dir:1, group:4},
{time:319, num:1, size:16163, dir:1, group:4},
{time:320, num:1, size:16181, dir:1, group:4},
{time:321, num:1, size:16271, dir:1, group:4},
{time:322, num:1, size:16253, dir:1, group:4},
{time:323, num:1, size:20764, dir:1, group:4},
{time:324, num:1, size:20708, dir:1, group:4},
{time:325, num:1, size:20864, dir:1, group:4},
{time:326, num:1, size:21136, dir:1, group:4},
{time:327, num:1, size:21305, dir:1, group:4},
{time:328, num:1, size:30838, dir:1, group:4},
{time:329, num:1, size:30058, dir:1, group:4},
